idx,A,S,E,O,R,T
5645,adult,F,uni,emp,big,car
5646,adult,M,high,emp,big,car
5647,old,M,high,emp,big,train
5648,adult,M,high,emp,big,car
5649,young,M,high,emp,big,train
5650,old,M,uni,emp,big,car
5651,old,F,high,emp,small,car
5652,adult,F,uni,emp,big,car
5653,adult,F,high,emp,small,car
5654,old,M,high,emp,big,car
5655,adult,F,uni,emp,big,car
5656,young,M,uni,emp,big,car
5657,adult,M,high,emp,big,car
5658,old,M,high,emp,big,car
5659,adult,M,high,emp,big,train
5660,adult,F,uni,emp,big,car
5661,adult,F,high,emp,big,train
5662,adult,M,high,emp,big,train
5663,young,M,high,emp,small,car
5664,young,M,high,emp,small,train
5665,young,F,high,emp,big,car
5666,old,F,high,emp,big,train
5667,young,F,high,emp,small,train
5668,old,F,high,emp,big,train
5669,young,M,uni,emp,big,train
5670,old,F,high,emp,big,other
5671,adult,M,high,emp,big,other
5672,young,M,uni,emp,big,other
5673,adult,F,high,emp,big,car
5674,young,F,uni,emp,big,car
5675,adult,M,high,emp,big,car
5676,adult,F,high,emp,big,car
5677,old,M,high,emp,big,other
5678,adult,M,high,emp,big,car
5679,adult,M,high,emp,small,other
5680,old,M,high,emp,big,car
5681,young,F,high,emp,big,car
5682,adult,M,uni,emp,big,other
5683,old,F,high,emp,big,car
5684,young,M,high,emp,small,train
5685,young,M,uni,emp,big,train
5686,young,F,uni,emp,small,car
5687,adult,M,high,emp,small,train
5688,young,M,high,self,big,car
5689,adult,F,uni,emp,small,car
5690,adult,M,uni,emp,big,train
5691,adult,M,high,emp,big,car
5692,old,M,high,emp,big,other
5693,adult,F,uni,emp,small,other
5694,old,M,high,emp,big,train
5695,adult,F,uni,emp,big,car
5696,young,M,high,emp,small,car
5697,adult,M,high,emp,small,train
5698,adult,M,high,emp,big,car
5699,adult,M,high,emp,big,car
5700,old,M,high,emp,small,train
5701,old,F,high,emp,big,other
5702,old,F,uni,emp,big,other
5703,old,M,uni,emp,big,train
5704,young,M,high,emp,big,car
5705,young,M,high,emp,big,other
5706,young,F,high,emp,big,car
5707,adult,F,high,emp,small,car
5708,old,M,high,emp,big,car
5709,old,M,high,emp,small,car
5710,adult,F,high,emp,big,car
5711,young,M,high,emp,big,car
5712,young,M,high,emp,big,car
5713,old,M,high,emp,big,car
5714,young,F,high,emp,big,car
5715,old,M,high,emp,big,other
5716,old,F,high,emp,big,train
5717,adult,M,high,emp,big,train
5718,young,F,high,emp,big,car
5719,adult,M,high,self,big,car
5720,adult,F,high,emp,big,car
5721,adult,F,high,emp,big,car
5722,young,F,high,emp,big,train
5723,adult,M,high,emp,small,car
5724,adult,M,high,emp,big,other
5725,old,M,high,emp,small,train
5726,young,M,uni,self,big,car
5727,old,F,high,emp,big,other
5728,adult,M,high,emp,small,train
5729,adult,F,uni,emp,small,car
5730,old,M,high,emp,small,car
5731,adult,F,uni,emp,small,car
5732,young,M,uni,emp,big,other
5733,young,M,high,emp,small,other
5734,old,M,high,emp,big,train
5735,adult,M,uni,self,big,car
5736,young,M,high,emp,big,car
5737,old,F,high,emp,big,other
5738,old,M,high,emp,small,train
5739,adult,M,high,emp,big,car
5740,young,M,high,emp,big,train
5741,young,F,uni,emp,big,car
5742,young,F,uni,emp,big,train
5743,adult,M,uni,emp,big,car
5744,young,M,high,emp,small,car
5745,adult,M,high,emp,big,other
5746,young,M,high,emp,big,car
5747,old,M,uni,emp,big,train
5748,adult,M,uni,emp,big,car
5749,adult,F,high,emp,big,other
5750,adult,M,high,emp,big,other
5751,adult,F,high,self,big,car
5752,adult,M,high,emp,big,car
5753,adult,M,uni,emp,small,car
5754,adult,F,high,emp,big,car
5755,adult,F,high,emp,big,car
5756,adult,M,uni,emp,big,car
5757,adult,F,high,emp,big,car
5758,adult,F,uni,emp,big,car
5759,adult,F,high,emp,big,car
5760,adult,F,high,emp,big,car
5761,adult,F,uni,self,big,car
5762,young,M,high,emp,small,car
5763,young,M,high,emp,big,train
5764,old,M,high,emp,small,train
5765,adult,F,uni,emp,small,train
5766,adult,F,high,self,small,train
5767,old,M,high,emp,small,train
5768,young,F,high,emp,big,car
5769,old,M,high,emp,big,car
5770,adult,F,high,emp,small,train
5771,adult,M,high,emp,big,car
5772,young,M,uni,emp,big,car
5773,adult,M,high,emp,big,other
5774,young,F,high,emp,small,train
5775,adult,M,high,emp,big,car
5776,adult,M,high,emp,small,train
5777,adult,M,high,emp,big,car
5778,young,M,uni,emp,big,train
5779,adult,F,high,emp,small,train
5780,young,M,uni,emp,big,other
5781,young,M,high,emp,big,car
5782,young,F,high,emp,big,car
5783,old,F,high,emp,small,car
5784,young,M,high,emp,big,train
5785,adult,M,high,emp,small,car
5786,adult,M,high,emp,big,other
5787,adult,F,high,emp,small,car
5788,adult,M,high,emp,small,train
5789,young,M,high,emp,big,train
5790,old,M,high,self,small,train
5791,adult,M,high,emp,big,car
5792,young,M,uni,emp,big,train
5793,young,M,high,emp,big,car
5794,adult,F,high,emp,big,car
5795,young,F,uni,emp,big,other
5796,adult,F,uni,emp,big,other
5797,old,M,high,emp,big,train
5798,young,M,uni,emp,big,car
5799,young,M,high,emp,big,car
5800,old,F,high,emp,big,train
5801,young,M,high,emp,big,car
5802,young,F,uni,emp,big,train
5803,adult,F,high,emp,big,other
5804,old,F,high,emp,small,train
5805,adult,M,high,emp,big,other
5806,young,M,high,emp,big,car
5807,young,F,uni,emp,small,car
5808,adult,F,high,emp,big,train
5809,young,M,uni,emp,big,other
5810,adult,F,high,self,small,train
5811,young,M,high,emp,big,train
5812,adult,M,high,emp,small,car
5813,adult,M,high,emp,big,car
5814,adult,M,uni,emp,big,car
5815,adult,F,high,emp,big,car
5816,young,M,high,emp,big,other
5817,adult,M,high,emp,big,car
5818,young,M,high,emp,small,train
5819,old,F,high,emp,small,car
5820,adult,M,uni,emp,big,car
5821,adult,F,high,emp,small,train
5822,old,F,high,emp,small,train
5823,young,M,high,emp,small,train
5824,young,F,high,emp,big,car
5825,young,F,high,emp,big,other
5826,adult,M,uni,emp,big,car
5827,adult,M,high,emp,big,car
5828,adult,M,high,emp,big,car
5829,young,F,uni,emp,big,other
5830,adult,M,uni,emp,big,car
5831,adult,M,high,emp,big,car
5832,adult,M,high,emp,big,other
5833,adult,M,uni,emp,big,car
5834,adult,F,high,emp,small,car
5835,adult,M,high,emp,big,train
5836,young,F,uni,emp,small,train
5837,old,M,uni,emp,big,other
5838,old,F,high,self,small,car
5839,young,M,high,emp,big,car
5840,young,M,high,emp,small,car
5841,adult,M,high,emp,small,car
5842,old,F,high,emp,big,car
5843,young,M,high,emp,big,car
5844,adult,M,high,emp,big,other
5845,old,F,high,emp,big,other
5846,adult,M,uni,emp,big,car
5847,young,M,high,emp,small,car
5848,adult,F,high,emp,big,other
5849,adult,F,high,emp,big,car
5850,adult,M,high,emp,big,other
5851,young,F,uni,emp,big,train
5852,old,F,high,emp,big,car
5853,old,F,high,emp,big,car
5854,adult,F,uni,emp,small,car
5855,adult,M,high,self,big,train
5856,old,F,high,emp,small,train
5857,adult,M,high,emp,big,car
5858,young,F,high,emp,big,car
5859,old,M,high,emp,big,car
5860,old,M,high,emp,big,car
5861,old,F,high,emp,big,car
5862,young,M,uni,emp,big,other
5863,adult,F,high,emp,big,car
5864,adult,F,uni,emp,small,other
5865,young,F,high,emp,small,train
5866,old,M,high,emp,big,car
5867,old,F,high,emp,big,car
5868,adult,M,high,emp,big,other
5869,adult,M,high,emp,big,car
5870,young,F,high,emp,small,train
5871,adult,M,high,emp,big,car
5872,adult,F,high,emp,big,car
5873,young,M,high,emp,big,other
5874,adult,M,uni,emp,big,car
5875,adult,F,uni,emp,big,car
5876,old,M,high,emp,big,other
5877,young,F,high,self,big,car
5878,old,M,uni,self,big,car
5879,adult,F,high,emp,small,train
5880,old,M,uni,emp,big,car
5881,young,F,high,emp,big,car
5882,adult,F,high,emp,small,train
5883,adult,M,high,emp,big,other
5884,adult,M,uni,emp,small,train
5885,adult,F,high,emp,big,other
5886,young,F,uni,emp,small,train
5887,young,M,high,emp,small,car
5888,adult,F,high,emp,big,car
5889,old,M,uni,emp,big,train
5890,young,F,high,emp,big,train
5891,old,F,high,emp,big,car
5892,adult,M,uni,emp,small,car
5893,adult,M,uni,emp,big,train
5894,adult,M,uni,emp,small,car
5895,young,M,uni,emp,big,car
5896,old,M,high,emp,small,car
5897,adult,M,high,emp,big,car
5898,young,M,uni,emp,big,car
5899,young,M,high,emp,big,train
5900,young,M,high,emp,small,train
5901,adult,M,high,emp,small,train
5902,old,M,high,emp,small,other
5903,young,F,high,emp,small,car
5904,adult,F,uni,self,big,car
5905,young,F,high,emp,big,other
5906,young,M,high,emp,big,train
5907,adult,M,uni,emp,big,train
5908,young,F,high,emp,big,car
5909,young,M,high,self,small,car
5910,adult,F,uni,emp,big,car
5911,adult,F,high,emp,small,other
5912,young,M,high,emp,big,train
5913,adult,F,uni,emp,big,car
5914,young,M,high,emp,small,train
5915,adult,F,uni,emp,big,car
5916,young,M,high,emp,big,train
5917,adult,M,high,emp,big,car
5918,old,M,high,emp,big,car
5919,old,M,high,emp,big,car
5920,young,M,high,emp,big,car
5921,old,M,high,emp,big,car
5922,adult,F,high,emp,big,train
5923,adult,F,uni,emp,big,car
5924,adult,M,high,emp,small,train
5925,adult,M,high,emp,big,car
5926,adult,F,high,emp,big,car
5927,old,M,uni,emp,big,car
5928,young,F,high,emp,small,car
5929,adult,F,high,emp,small,train
5930,old,M,high,emp,small,train
5931,young,M,high,self,small,car
5932,adult,M,uni,emp,big,train
5933,young,F,high,emp,big,car
5934,adult,F,uni,emp,small,other
5935,young,M,high,emp,big,other
5936,adult,M,high,emp,big,car
5937,adult,F,high,emp,big,train
5938,young,M,high,self,big,car
5939,adult,F,high,emp,small,train
5940,young,M,high,emp,big,train
5941,adult,M,high,emp,big,car
5942,adult,M,high,emp,big,train
5943,young,F,high,emp,big,car
5944,old,F,high,self,big,other
5945,old,F,high,emp,big,car
5946,adult,M,high,emp,big,car
5947,young,M,uni,emp,small,car
5948,adult,M,uni,emp,big,car
5949,adult,M,uni,self,big,car
5950,adult,M,uni,emp,big,car
5951,adult,M,uni,emp,big,train
5952,adult,M,high,emp,small,car
5953,adult,F,uni,self,big,train
5954,young,M,uni,emp,big,car
5955,adult,M,high,emp,big,car
5956,adult,M,uni,emp,small,train
5957,adult,M,high,emp,big,car
5958,adult,M,high,emp,small,train
5959,old,F,high,emp,small,train
5960,young,M,uni,emp,small,train
5961,adult,F,uni,emp,big,car
5962,adult,M,uni,emp,big,train
5963,young,M,high,emp,big,other
5964,adult,F,high,emp,small,train
5965,adult,M,high,emp,big,train
5966,young,F,high,emp,big,car
5967,adult,F,high,emp,big,car
5968,old,M,uni,emp,big,car
5969,young,F,uni,emp,big,car
5970,young,M,high,emp,big,car
5971,adult,M,high,emp,small,train
5972,old,F,high,emp,big,train
5973,adult,F,uni,emp,big,car
5974,old,M,high,emp,big,car
5975,adult,F,uni,emp,big,car
5976,young,M,high,emp,small,car
5977,adult,M,high,emp,big,car
5978,adult,F,high,emp,big,car
5979,young,F,uni,emp,big,car
5980,old,M,high,emp,big,car
5981,old,M,high,emp,small,car
5982,old,M,uni,emp,big,train
5983,adult,M,high,emp,small,train
5984,old,F,high,emp,big,train
5985,old,F,high,emp,big,car
5986,young,F,high,emp,small,train
5987,adult,F,high,emp,big,car
5988,young,F,high,emp,small,car
5989,old,M,high,emp,big,train
5990,young,M,high,emp,big,train
5991,young,M,uni,emp,big,train
5992,old,M,high,emp,big,car
5993,adult,M,high,emp,small,car
5994,old,F,high,emp,big,car
5995,adult,F,high,emp,big,train
5996,adult,M,high,emp,big,other
5997,adult,M,uni,emp,small,train
5998,adult,M,high,emp,big,car
5999,young,M,high,emp,big,other
6000,adult,M,high,emp,big,car
6001,young,M,uni,emp,big,train
6002,adult,F,high,emp,small,car
6003,old,F,high,emp,big,car
6004,adult,F,uni,emp,big,train
6005,adult,M,uni,emp,small,train
6006,adult,F,high,emp,big,car
6007,old,M,uni,emp,big,other
6008,old,F,high,emp,big,car
6009,young,F,high,emp,big,train
6010,adult,F,uni,emp,big,other
6011,adult,F,high,emp,small,car
6012,adult,F,high,emp,big,car
6013,adult,M,uni,emp,big,train
6014,adult,M,uni,emp,big,train
6015,old,F,high,self,big,car
6016,young,F,high,emp,big,train
6017,adult,F,high,emp,big,train
6018,young,F,uni,emp,big,other
6019,young,F,uni,emp,big,other
6020,old,F,high,self,small,car
6021,old,M,high,emp,small,car
6022,young,M,high,emp,big,car
6023,old,F,high,emp,big,other
6024,young,M,high,emp,big,car
6025,young,M,high,emp,big,other
6026,young,F,uni,emp,big,car
6027,old,F,high,emp,small,train
6028,adult,M,high,emp,big,car
6029,adult,M,high,emp,big,train
6030,adult,F,uni,emp,big,car
6031,adult,M,uni,emp,big,other
6032,young,M,uni,emp,big,car
6033,adult,F,high,emp,small,train
6034,adult,M,high,emp,big,train
6035,young,M,high,emp,big,car
6036,young,M,uni,emp,small,car
6037,old,M,high,emp,big,train
6038,old,F,high,emp,big,car
6039,young,F,uni,emp,big,other
6040,adult,M,high,emp,big,car
6041,adult,M,uni,emp,big,car
6042,young,M,high,emp,big,other
6043,adult,F,high,emp,small,train
6044,adult,F,uni,emp,small,car
6045,adult,M,uni,emp,big,car
6046,adult,M,high,emp,big,other
6047,adult,F,uni,emp,big,train
6048,old,M,high,emp,big,car
6049,adult,M,uni,emp,small,train
6050,adult,M,high,emp,big,train
6051,young,M,high,emp,big,car
6052,young,M,high,emp,small,train
6053,adult,F,high,emp,big,train
6054,adult,M,high,emp,big,car
6055,adult,M,high,emp,small,car
6056,adult,F,high,emp,big,other
6057,young,F,high,emp,small,train
6058,adult,M,high,emp,big,other
6059,old,F,high,emp,big,car
6060,adult,M,high,emp,big,car
6061,adult,M,high,emp,small,car
6062,adult,F,high,emp,big,car
6063,young,F,high,emp,big,other
6064,young,M,high,emp,big,car
6065,adult,F,uni,emp,small,other
6066,old,M,high,emp,big,car
6067,young,F,uni,self,big,car
6068,old,F,high,emp,big,car
6069,adult,M,high,emp,big,car
6070,adult,M,high,emp,big,car
6071,adult,M,high,emp,big,car
6072,adult,M,uni,emp,big,other
6073,adult,M,high,emp,small,train
6074,adult,M,high,self,big,train
6075,adult,M,uni,emp,big,train
6076,young,M,uni,emp,big,other
6077,adult,F,high,emp,small,car
6078,adult,F,high,emp,big,car
6079,adult,M,high,emp,small,car
6080,young,M,high,emp,big,other
6081,adult,M,uni,emp,big,car
6082,young,M,uni,emp,big,car
6083,young,F,high,emp,small,train
6084,adult,M,uni,emp,big,car
6085,adult,M,uni,emp,big,other
6086,adult,M,high,emp,big,car
6087,old,F,high,emp,big,train
6088,adult,F,high,emp,big,car
6089,adult,F,high,emp,big,other
6090,adult,M,high,emp,big,car
6091,adult,M,high,emp,big,car
6092,young,F,high,emp,big,train
6093,adult,M,high,emp,big,train
6094,young,F,high,emp,big,car
6095,young,F,uni,emp,big,train
6096,adult,M,high,emp,small,train
6097,old,M,uni,emp,big,other
6098,old,M,high,emp,small,car
6099,adult,M,uni,emp,big,car
6100,adult,M,uni,emp,big,car
6101,young,F,high,emp,small,train
6102,adult,F,high,emp,big,other
6103,adult,F,high,emp,big,car
6104,adult,F,high,emp,big,car
6105,old,M,high,emp,small,other
6106,old,M,high,emp,big,train
6107,adult,F,high,emp,small,train
6108,young,M,high,emp,small,car
6109,old,F,high,emp,small,other
6110,old,F,high,emp,big,other
6111,adult,M,high,emp,big,car
6112,adult,F,uni,emp,big,car
6113,young,F,uni,emp,big,train
6114,young,M,high,emp,big,other
6115,adult,M,uni,emp,big,car
6116,adult,M,high,emp,big,train
6117,old,F,high,emp,big,car
6118,adult,M,high,emp,big,train
6119,young,F,uni,emp,big,car
6120,old,M,high,emp,big,car
6121,adult,M,high,emp,big,car
6122,young,M,high,emp,big,car
6123,adult,M,uni,emp,big,car
6124,young,F,high,emp,small,car
6125,young,M,high,emp,big,other
6126,young,F,high,emp,big,other
6127,old,F,high,emp,big,car
6128,adult,M,high,emp,big,other
6129,young,M,uni,emp,big,train
6130,adult,M,uni,emp,big,train
6131,adult,M,uni,emp,small,train
6132,old,F,high,emp,big,car
6133,old,M,high,self,big,car
6134,adult,M,uni,emp,big,car
6135,old,F,high,emp,small,car
6136,young,F,uni,emp,big,car
6137,young,F,high,emp,big,train
6138,adult,M,high,emp,big,car
6139,old,M,high,emp,big,train
6140,adult,M,high,emp,small,car
6141,adult,F,high,emp,big,car
6142,old,F,high,emp,small,train
6143,adult,F,uni,emp,big,car
6144,young,F,high,emp,big,train
6145,young,M,uni,emp,big,train
6146,young,M,high,emp,big,other
6147,old,F,high,emp,big,car
6148,old,M,high,self,small,train
6149,old,F,high,emp,big,car
6150,adult,M,uni,self,big,car
6151,young,F,uni,self,big,train
6152,young,M,high,self,big,car
6153,young,M,high,emp,small,train
6154,young,M,uni,emp,small,car
6155,adult,M,uni,emp,big,car
6156,adult,F,high,emp,big,train
6157,old,F,high,emp,big,train
6158,adult,F,high,emp,small,train
6159,adult,M,high,emp,big,car
6160,young,M,high,emp,big,car
6161,adult,F,high,emp,big,car
6162,adult,F,uni,emp,small,train
6163,young,M,high,emp,big,car
6164,old,F,high,emp,small,other
6165,young,M,high,emp,big,car
6166,old,M,high,emp,big,car
6167,old,M,high,emp,small,car
6168,old,F,high,emp,big,car
6169,adult,M,uni,emp,big,other
6170,young,M,high,emp,small,car
6171,adult,M,high,emp,big,other
6172,young,M,high,emp,big,train
6173,old,M,high,emp,big,train
6174,adult,M,high,emp,big,car
6175,young,M,high,emp,big,other
6176,adult,M,high,emp,big,car
6177,adult,M,high,emp,big,car
6178,adult,F,uni,emp,big,car
6179,old,M,uni,emp,big,car
6180,adult,F,uni,emp,big,car
6181,young,F,high,self,big,car
6182,adult,F,high,emp,small,other
6183,adult,M,high,emp,big,other
6184,old,F,high,emp,big,car
6185,adult,F,high,emp,small,train
6186,young,M,uni,emp,big,car
6187,young,M,uni,emp,big,car
6188,adult,F,uni,emp,big,car
6189,adult,F,high,emp,big,car
6190,adult,M,uni,emp,big,car
6191,old,M,high,emp,small,train
6192,old,M,high,emp,big,car
6193,old,F,high,emp,big,other
6194,young,M,high,emp,big,other
6195,adult,M,uni,self,big,train
6196,adult,M,high,emp,small,car
6197,young,M,high,emp,small,car
6198,adult,F,high,emp,big,car
6199,old,M,high,emp,small,car
6200,adult,F,high,emp,big,car
6201,adult,M,high,emp,small,car
6202,adult,M,high,emp,small,car
6203,adult,F,high,emp,big,other
6204,adult,M,high,emp,big,car
6205,adult,F,uni,emp,big,car
6206,adult,M,uni,emp,small,train
6207,young,M,uni,emp,big,other
6208,young,M,high,emp,big,car
6209,old,M,high,emp,small,train
6210,adult,F,high,emp,big,other
6211,adult,M,uni,emp,big,car
6212,young,M,high,emp,big,car
6213,young,M,high,emp,big,train
6214,old,M,high,emp,big,car
6215,old,M,high,emp,big,train
6216,young,M,high,emp,big,car
6217,adult,M,high,emp,big,car
6218,adult,F,high,emp,big,other
6219,adult,M,high,emp,big,other
6220,young,F,high,emp,big,car
6221,young,F,high,emp,big,car
6222,adult,F,uni,emp,big,car
6223,young,F,high,emp,small,other
6224,adult,M,uni,emp,small,car
6225,adult,M,uni,emp,small,other
